tag,x,y
yellow,74.22453698744258,-28.619524016195104
yellow,72.66507458075202,-30.563868664636722
yellow,68.29858306883706,-32.3096709898416
yellow,56.07250034644565,-39.88918813096622
yellow,75.30659590211984,-37.468247106163766
yellow,93.71424205720707,-6.989341575290561
yellow,75.14552419325882,19.98959989287054
yellow,52.79476697779906,23.83524593186982
yellow,28.020313449073782,-31.607546531141107
yellow,24.28466326612748,-33.40953372810341
yellow,20.317523328904898,-35.50708699475249
yellow,16.30077874634058,-37.54593008721864
yellow,12.073942429207662,-39.13609833695139
yellow,8.119493085250307,-39.86711061762703
yellow,3.7155995899620295,-39.064275740632944
yellow,0.26943772961494505,-37.67534120340508
yellow,3.4271396818570827,-2.196521891742423
yellow,-3.5354101332236807,-36.39253859245449
yellow,-6.831728750924073,-35.33044356092338
yellow,-10.573307933901981,-35.097525397177286
yellow,-14.517682075308503,-35.139217926262496
yellow,-6.620097252775595,-2.20244019026614
yellow,-19.06580172494131,-35.85547745367572
yellow,-23.3930309936517,-36.07301271277434
yellow,-3.919882681822697,-48.958620576594974
yellow,-24.12826291599132,-15.949749512228687
yellow,-27.998818870346824,-35.3552458312386
yellow,-31.96221667649845,-33.31289049009615
yellow,-11.240033396848512,-32.11632355747984
yellow,-38.3205488592517,-26.9367179916365
yellow,-35.625782035768445,-30.466210109403242
yellow,-41.10603226839391,-23.292017569381933
yellow,-26.861890750171177,-2.1445789079459314
yellow,-41.29126499622104,-18.92200866815559
yellow,-31.27601605666125,-4.106056464186676
yellow,-37.73787863654472,-11.030087380446247
yellow,-21.622162201002592,-1.3500048349121863
yellow,-34.328084550127706,-6.2728070574841
yellow,-36.275396944495036,-8.48034732897987
yellow,-40.37650204810184,-14.941641117396392
yellow,-85.39489882772267,-31.765709752724387
yellow,-62.17827868003651,4.791236100215869
yellow,-53.79188701332584,23.51416066467308
yellow,-38.62867440462478,26.962666722993834
yellow,-16.27754114804648,-1.4044667799344583
yellow,-11.440151310857663,-1.628769881133475
yellow,-6.333409488158854,4.017742774445236
yellow,-1.5257058217037658,-2.047465244091123
